Sex,Discipline,Subdiscipline,Count,Year
Male,Science,Sociology,8858,2010
Male,Science,Other social sciences,12424,2010
Male,Engineering,Aerospace,2903,2011
Male,Engineering,Chemical,5228,2011
Male,Engineering,Civil,11562,2011
Male,Engineering,Electrical,14744,2011
Male,Engineering,Industrial,3129,2011
Male,Engineering,Materials,819,2011
Male,Engineering,Mechanical,17262,2011
Male,Engineering,Other,7794,2011
Male,Science,Agricultural Sciences,10904,2011
Male,Science,Biological Sciences,37860,2011
Male,Science,Atmospheric sciences,461,2011
Male,Science,Earth sciences,2650,2011
Male,Science,Oceanography,108,2011
Male,Science,Computer sciences,35886,2011
Male,Science,Mathematics and statistics,10276,2011
Male,Science,Astronomy,228,2011
Male,Science,Chemistry,6560,2011
Male,Science,Physics,4220,2011
Male,Science,Other physical sciences,396,2011
Male,Science, Psychology,23401,2011
Male,Science,Anthropology,2998,2011
Male,Science,Area and ethnic studies,2763,2011
Male,Science,Economics,20826,2011
Male,Science,History of science,60,2011
Male,Science,Linguistics,573,2011
Male,Science,Political science and public administration,28975,2011
Male,Science,Sociology,8988,2011
Male,Science,Other social sciences,13684,2011
Male,Engineering,Aerospace,3082,2012
Male,Engineering,Chemical,5809,2012
Male,Engineering,Civil,11747,2012
Male,Engineering,Electrical,15457,2012
Male,Engineering,Industrial,3413,2012
Male,Engineering,Materials,954,2012
Male,Engineering,Mechanical,18351,2012
Male,Engineering,Other,8469,2012
Male,Science,Agricultural Sciences,11616,2012
Male,Science,Biological Sciences,40683,2012
Male,Science,Atmospheric sciences,472,2012
Male,Science,Earth sciences,2978,2012
Male,Science,Oceanography,120,2012
Male,Science,Computer sciences,39230,2012
Male,Science,Mathematics and statistics,11283,2012
Male,Science,Astronomy,239,2012
Male,Science,Chemistry,6984,2012
Male,Science,Physics,4495,2012
Male,Science,Other physical sciences,419,2012
Male,Science, Psychology,25590,2012
Male,Science,Anthropology,3201,2012
Male,Science,Area and ethnic studies,2715,2012
Male,Science,Economics,20677,2012
Male,Science,History of science,49,2012
Male,Science,Linguistics,689,2012
Male,Science,Political science and public administration,29267,2012
Male,Science,Sociology,9433,2012
Male,Science,Other social sciences,14369,2012
Male,Engineering,Aerospace,3011,2013
Male,Engineering,Chemical,6260,2013
Male,Engineering,Civil,12226,2013
Male,Engineering,Electrical,16345,2013
Male,Engineering,Industrial,3497,2013
Male,Engineering,Materials,1018,2013
Male,Engineering,Mechanical,19613,2013
Male,Engineering,Other,8908,2013
Male,Science,Agricultural Sciences,12783,2013
Male,Science,Biological Sciences,42732,2013
Male,Science,Atmospheric sciences,500,2013
Male,Science,Earth sciences,3270,2013
Male,Science,Oceanography,121,2013
Male,Science,Computer sciences,42377,2013
Male,Science,Mathematics and statistics,12270,2013
Male,Science,Astronomy,229,2013
Male,Science,Chemistry,7306,2013
Male,Science,Physics,4945,2013
Male,Science,Other physical sciences,449,2013
Male,Science, Psychology,27044,2013
Male,Science,Anthropology,3361,2013
Male,Science,Area and ethnic studies,2598,2013
Male,Science,Economics,20849,2013
Male,Science,History of science,42,2013
Male,Science,Linguistics,692,2013
Male,Science,Political science and public administration,28771,2013
Male,Science,Sociology,9507,2013
Male,Science,Other social sciences,15053,2013
Male,Engineering,Aerospace,3077,2014
Male,Engineering,Chemical,6729,2014
Male,Engineering,Civil,11850,2014
Male,Engineering,Electrical,17660,2014
Male,Engineering,Industrial,3869,2014
Male,Engineering,Materials,1101,2014
Male,Engineering,Mechanical,21572,2014
Male,Engineering,Other,9466,2014
Male,Science,Agricultural Sciences,13271,2014
Male,Science,Biological Sciences,44811,2014
Male,Science,Atmospheric sciences,493,2014
Male,Science,Earth sciences,3508,2014
Male,Science,Oceanography,133,2014
Male,Science,Computer sciences,45986,2014
Male,Science,Mathematics and statistics,12715,2014
Male,Science,Astronomy,259,2014
Male,Science,Chemistry,7585,2014
Male,Science,Physics,5097,2014
Male,Science,Other physical sciences,466,2014
Male,Science, Psychology,27554,2014
Male,Science,Anthropology,3219,2014
Male,Science,Area and ethnic studies,2421,2014
Male,Science,Economics,21823,2014
Male,Science,History of science,52,2014
Male,Science,Linguistics,708,2014
Male,Science,Political science and public administration,28178,2014
Male,Science,Sociology,9598,2014
Male,Science,Other social sciences,14814,2014
Male,Engineering,Aerospace,3356,2015
Male,Engineering,Chemical,7651,2015
Male,Engineering,Civil,11595,2015
Male,Engineering,Electrical,18816,2015
Male,Engineering,Industrial,4176,2015
Male,Engineering,Materials,1214,2015
Male,Engineering,Mechanical,23299,2015
Male,Engineering,Other,9742,2015
Male,Science,Agricultural Sciences,13226,2015
Male,Science,Biological Sciences,46554,2015
Male,Science,Atmospheric sciences,469,2015
Male,Science,Earth sciences,3835,2015
Male,Science,Oceanography,150,2015
Male,Science,Computer sciences,49446,2015
Male,Science,Mathematics and statistics,13214,2015
Male,Science,Astronomy,249,2015
Male,Science,Chemistry,7561,2015
Male,Science,Physics,5462,2015
Male,Science,Other physical sciences,444,2015
Male,Science, Psychology,27080,2015
Male,Science,Anthropology,2814,2015
Male,Science,Area and ethnic studies,2242,2015
Male,Science,Economics,23684,2015
Male,Science,History of science,59,2015
Male,Science,Linguistics,700,2015
Male,Science,Political science and public administration,27024,2015
Male,Science,Sociology,9154,2015
Male,Science,Other social sciences,13906,2015
